region,MM,PDR,color
chr7-99717266-99718464,0.0976253,0.175109,red
chr7-99723317-99724515,0.276483,0.416877,red
chr7-99745530-99746728,0.243542,0.26129,red
chr7-99756110-99757308,0.123796,0.15625,red
chr7-99766175-99767373,0.428825,0.396313,red
chr7-99774186-99775384,0.0667273,0.213115,red
chr7-99774792-99775990,0.183879,0.342152,red
chr7-99815859-99817057,0.746172,0.634703,red
chr7-99904325-99905523,0.907999,0.296196,red
chr7-99932737-99933935,0.0207213,0.138393,red
chr7-99970068-99971266,0.498419,0.586667,red
chr7-100026104-100027302,0.0145756,0.0719323,red
chr7-100026254-100027452,0.0141465,0.0798859,red
chr7-100033990-100035188,0.452267,0.372642,red
chr7-100061696-100062894,0.824063,0.576923,red
chr7-100076704-100077902,0.425227,0.403326,red
chr7-100080550-100081748,0.0569185,0.272222,red
chr7-100135848-100137046,0.0291474,0.102349,red
chr7-100171072-100172270,0.931659,0.562319,red
chr7-100183578-100184776,0.0130952,0.0797619,red
chr7-100186252-100187450,0.709032,0.545852,red
chr7-100198800-100199998,0.704905,0.444898,red
chr7-100209133-100210331,0.0502545,0.213881,red
chr7-100240146-100241344,0.61779,0.658824,red
chr7-100253886-100255084,0.375814,0.687619,red
chr7-100270154-100271352,0.259203,0.34846,red
chr7-100286873-100288071,0.759769,0.512315,red
chr7-100302676-100303874,0.0677528,0.2176,red
chr7-100317423-100318621,0.128481,0.411609,blue
chr7-100424923-100426121,0.057345,0.240527,red
chr7-100449375-100450573,0.0307425,0.106977,red
chr7-100463760-100464958,0.214641,0.226378,red
chr7-100471810-100473008,0.12204,0.318841,red
chr7-100487141-100488339,0.00947292,0.0777778,red
chr7-100493343-100494541,0.0308979,0.266667,blue
chr7-100546257-100547455,0.452849,0.477901,red
chr7-100550250-100551448,0.703995,0.617143,red
chr7-100611904-100613102,0.483095,0.712446,red
chr7-100662353-100663551,0.8032,0.501629,red
chr7-100727720-100728918,0.405601,0.373368,red
chr7-100769370-100770568,0.112071,0.218679,red
chr7-100796678-100797876,0.411989,0.521845,red
chr7-100808676-100809874,0.033896,0.2309,red
chr7-100823359-100824557,0.22715,0.564036,blue
chr7-100844104-100845302,0.150201,0.532872,blue
chr7-100859949-100861147,0.0359116,0.145663,red
chr7-100860756-100861954,0.0131393,0.0909091,red
chr7-100881903-100883101,0.698413,0.676519,red
chr7-100888168-100889366,0.336754,0.348214,red
chr7-100964886-100966084,0.174582,0.207792,red
chr7-101272378-101273576,0.731275,0.551913,red
chr7-101458291-101459489,0.00572391,0.0819113,red
chr7-101927405-101928603,0.496874,0.658444,red
chr7-102003344-102004542,0.160517,0.275188,red
chr7-102072996-102074194,0.164092,0.42439,red
chr7-102104376-102105574,0.0211199,0.12596,red
chr7-102105125-102106323,0.0545861,0.232666,red
chr7-102119156-102120354,0.0684636,0.203922,red
chr7-102157959-102159157,0.0495951,0.111111,red
chr7-102190679-102191877,0.908636,0.352941,red
chr7-102212788-102213986,0.0142172,0.0582781,red
chr7-102257006-102258204,0.0131687,0.153333,red
chr7-102289772-102290970,0.925774,0.245487,green
chr7-102311870-102313068,0.0774381,0.106667,green
chr7-102311890-102313088,0.079508,0.106977,green
chr7-102388655-102389853,0.0408927,0.051676,red
chr7-102552438-102553636,0.415769,0.368421,red
chr7-102714328-102715526,0.060779,0.101896,red
chr7-102714817-102716015,0.0107623,0.0777626,red
chr7-102789431-102790629,0.113767,0.20726,red
chr7-102936869-102938067,0.10017,0.174168,red
chr7-102984361-102985559,0.0610444,0.160479,red
chr7-102985122-102986320,0.208187,0.308151,red
chr7-103086426-103087624,0.160938,0.525271,blue
chr7-103629765-103630963,0.038421,0.221719,red
chr7-103848297-103849495,0.0760165,0.0804388,green
chr7-103968104-103969302,0.112879,0.383358,blue
chr7-104653626-104654824,0.0169375,0.0572626,red
chr7-105029143-105030341,0.161538,0.339332,red
chr7-105162507-105163705,0.330815,0.319386,red
chr7-105171532-105172730,0.21863,0.308989,red
chr7-105221745-105222943,0.450199,0.337065,red
chr7-105516852-105518050,0.0355412,0.111481,red
chr7-105602685-105603883,0.81255,0.485106,red
chr7-105752824-105754022,0.340986,0.377029,red
chr7-105925440-105926638,0.0314123,0.136253,red
chr7-106301244-106302442,0.118639,0.134426,red
chr7-106504924-106506122,0.496419,0.242321,green
chr7-106684094-106685292,0.0693185,0.146154,red
chr7-106808460-106809658,0.00354872,0.0268293,red
chr7-107203403-107204601,0.0331563,0.0480769,red
chr7-107204761-107205959,0.255123,0.28,red
chr7-107220204-107221402,0.0218215,0.103599,red
chr7-107300080-107301278,0.220437,0.393855,red
chr7-107383142-107384340,0.0949663,0.0738255,green
chr7-107530415-107531613,0.102723,0.0473186,green
chr7-107643502-107644700,0.218088,0.431479,red
chr7-108096628-108097826,0.0908227,0.372197,blue
chr7-108166440-108167638,0.0466869,0.0726979,green
chr7-108209012-108210210,0.0603224,0.201502,red
chr7-108209969-108211167,0.00711248,0.0455741,red
chr7-110730062-110731260,0.607469,0.269231,green
chr7-111202149-111203347,0.186062,0.190551,red
chr7-111845643-111846841,0.00467031,0.0642523,red
chr7-111846252-111847450,0.0048512,0.0564042,red
chr7-112089483-112090681,0.0313824,0.0727848,red
chr7-112120046-112121244,0.848852,0.348958,red
chr7-112430449-112431647,0.148143,0.15736,green
chr7-112579773-112580971,0.0686821,0.126697,red
chr7-112727612-112728810,0.336154,0.571429,red
chr7-112758470-112759668,0.220787,0.147425,green
chr7-114054052-114055250,0.267355,0.284264,red
chr7-114561209-114562407,0.464847,0.358193,red
chr7-115849547-115850745,0.177886,0.162963,green
chr7-116138444-116139642,0.465454,0.454955,red
chr7-116163839-116165037,0.080862,0.241697,red
chr7-116311459-116312657,0.0356927,0.175739,red
chr7-116501527-116502725,0.226984,0.21875,red
chr7-116592381-116593579,0.0697816,0.114165,red
chr7-116963145-116964343,0.045336,0.213953,red
chr7-117067379-117068577,0.86981,0.530769,red
chr7-117119017-117120215,0.144132,0.376202,red
chr7-117513363-117514561,0.08325,0.317965,red
chr7-117823086-117824284,0.0398885,0.0498489,red
chr7-117863730-117864928,0.919932,0.335329,red
chr7-119912722-119913920,0.0542585,0.222367,red
chr7-120498213-120499411,0.055605,0.100503,red
chr7-120589803-120591001,0.0286482,0.123077,red
chr7-120627731-120628929,0.012889,0.0596659,red
chr7-120968057-120969255,0.435198,0.548023,red
chr7-121036190-121037388,0.0501196,0.117647,red
chr7-121512143-121513341,0.138152,0.345324,red
chr7-121773678-121774876,0.892786,0.207692,green
chr7-121944361-121945559,0.0985527,0.34778,blue
chr7-122339012-122340210,0.806953,0.527778,red
chr7-122526213-122527411,0.039323,0.161981,red
chr7-122839842-122841040,0.730938,0.56391,red
chr7-123172804-123174002,0.1646,0.306859,red
chr7-123198111-123199309,0.143906,0.181818,red
chr7-123294861-123296059,0.758284,0.586957,red
chr7-123388923-123390121,0.0256641,0.102117,red
chr7-123484223-123485421,0.617859,0.34413,green
chr7-123673325-123674523,0.166801,0.45493,blue
chr7-124405483-124406681,0.0559188,0.199693,red
chr7-124569837-124571035,0.123852,0.0846847,green
chr7-126893150-126894348,0.00984794,0.119504,red
chr7-127032547-127033745,0.022846,0.121306,red
chr7-127225463-127226661,0.18853,0.297459,red
chr7-127227399-127228597,0.252073,0.442901,red
chr7-127232689-127233887,0.800794,0.435644,red
chr7-127255582-127256780,0.58451,0.690909,red
chr7-127291234-127292432,0.0575637,0.206197,red
chr7-127670925-127672123,0.0463524,0.271659,blue
chr7-127880337-127881535,0.459214,0.772222,red
chr7-127983764-127984962,0.22214,0.250386,red
chr7-128001541-128002739,0.0749474,0.135081,red
chr7-128050108-128051306,0.274401,0.43106,red
chr7-128094945-128096143,0.0662643,0.197605,red
chr7-128115783-128116981,0.0970664,0.0532915,green
chr7-128311346-128312544,0.754624,0.568627,red
chr7-128354443-128355641,0.796055,0.536965,red
chr7-128378346-128379544,0.0559888,0.0938215,red
chr7-128415646-128416844,0.869784,0.287805,green
chr7-128431099-128432297,0.0305079,0.159817,red
chr7-128469431-128470629,0.0866847,0.381089,blue
chr7-128501958-128503156,0.160479,0.158915,green
chr7-128576994-128578192,0.26638,0.4375,red
chr7-128694770-128695968,0.03056,0.0587393,red
chr7-128783712-128784910,0.187097,0.278884,red
chr7-128827713-128828911,0.071115,0.32872,blue
chr7-128863864-128865062,0.0606349,0.134658,red
chr7-129073274-129074472,0.0315166,0.156699,red
chr7-129250555-129251753,0.0261632,0.194585,red
chr7-129592591-129593789,0.399445,0.370019,red
chr7-129691093-129692291,0.498466,0.335451,green
chr7-129709350-129710548,0.0785647,0.0706215,green
chr7-129845140-129846338,0.372935,0.242963,green
chr7-129846700-129847898,0.866142,0.193548,green
chr7-129931993-129933191,0.808477,0.596296,red
chr7-129983687-129984885,0.828494,0.267974,green
chr7-130019212-130020410,0.530486,0.579208,red
chr7-130080880-130082078,0.130112,0.194103,red
chr7-130130934-130132132,0.478358,0.227326,green
chr7-130418690-130419888,0.0575233,0.306802,blue
chr7-131011619-131012817,0.0296286,0.0407524,red
chr7-131241168-131242366,0.0163227,0.119403,red
chr7-132261862-132263060,0.140017,0.383908,red
chr7-132766644-132767842,0.115497,0.0639269,green
chr7-132936829-132938027,0.147793,0.0218579,green
chr7-133811052-133812250,0.154331,0.167677,red
chr7-134001605-134002803,0.190051,0.186408,green
chr7-134143696-134144894,0.0237154,0.0726257,red
chr7-134211344-134212542,0.54173,0.379447,red
chr7-134232888-134234086,0.634903,0.655063,red
chr7-134330583-134331781,0.0266176,0.05,red
chr7-134463401-134464599,0.372145,0.267742,green
chr7-134670259-134671457,0.223072,0.237245,red
chr7-134831824-134833022,0.0592105,0.0,green
chr7-134855249-134856447,0.0485381,0.13066,red
chr7-134896088-134897286,0.0787994,0.201274,red
chr7-135194677-135195875,0.0102193,0.0691193,red
chr7-135241667-135242865,0.11973,0.195759,red
chr7-135346269-135347467,0.193977,0.352134,red
chr7-135412736-135413934,0.825169,0.384615,red
chr7-135433396-135434594,0.544218,0.359926,red
chr7-135661866-135663064,0.151146,0.0536193,green
chr7-136552416-136553614,0.13278,0.253769,red
chr7-137028413-137029611,0.341352,0.249057,green
chr7-137531411-137532609,0.151848,0.467949,blue
chr7-137686605-137687803,0.0878613,0.0918367,green
chr7-138144079-138145277,0.0293652,0.119777,red
chr7-138363626-138364824,0.858867,0.420732,red
chr7-138481697-138482895,0.507438,0.443223,red
chr7-138482743-138483941,0.454881,0.590747,red
chr7-138665866-138667064,0.0333425,0.249629,blue
chr7-138720577-138721775,0.207956,0.390897,red
chr7-138794196-138795394,0.0807675,0.162255,red
chr7-138817524-138818722,0.119419,0.0769231,green
chr7-138915231-138916429,0.0168199,0.0926471,red
chr7-139024878-139026076,0.0155146,0.114086,red
chr7-139043654-139044852,0.0152437,0.0706244,red
chr7-139168260-139169458,0.154881,0.369527,red
chr7-139207602-139208800,0.101559,0.404389,blue
chr7-139477319-139478517,0.00645274,0.0985222,red
chr7-139527952-139529150,0.739706,0.230769,green
chr7-139763323-139764521,0.817737,0.613352,red
chr7-139876637-139877835,0.010274,0.092437,red
chr7-140098151-140099349,0.39113,0.389744,red
chr7-140102843-140104041,0.259408,0.273616,red
chr7-140179171-140180369,0.424006,0.432432,red
chr7-140340378-140341576,0.150048,0.520924,blue
chr7-140371953-140373151,0.105013,0.255507,red
chr7-140395471-140396669,0.244393,0.337029,red
chr7-140624366-140625564,0.0398352,0.130024,red
chr7-140714281-140715479,0.0633848,0.0598958,green
chr7-140773032-140774230,0.0123684,0.135061,red
chr7-141249989-141251187,0.309676,0.262857,red
chr7-141401755-141402953,0.0833741,0.196203,red
chr7-141407153-141408351,0.92284,0.3,red
chr7-141437407-141438605,0.0397916,0.123613,red
chr7-141489017-141490215,0.895613,0.215488,green
chr7-141617617-141618815,0.844828,0.433673,red
chr7-141673375-141674573,0.760563,0.666667,red
chr7-141694638-141695836,0.765925,0.59633,red
chr7-141810549-141811747,0.615865,0.74359,red
chr7-142373104-142374302,0.802314,0.312977,green
chr7-142456330-142457528,0.694504,0.42623,red
chr7-142551792-142552990,0.00663816,0.0801749,red
chr7-142583309-142584507,0.538542,0.477273,red
chr7-142630707-142631905,0.794812,0.585987,red
chr7-142635603-142636801,0.802319,0.266932,green
chr7-142748417-142749615,0.804241,0.617021,red
chr7-142918130-142919328,0.755134,0.641509,red
chr7-142959549-142960747,0.299326,0.0921348,green
chr7-142981043-142982241,0.673678,0.357724,green
chr7-142984308-142985506,0.343437,0.332859,red
chr7-143012219-143013417,0.81926,0.302326,green
chr7-143059647-143060845,0.253488,0.54251,blue
chr7-143077173-143078371,0.0175801,0.10789,red
chr7-143105787-143106985,0.254428,0.300448,red
chr7-143139546-143140744,0.891002,0.381356,red
chr7-143173966-143175164,0.798947,0.586207,red
chr7-143267894-143269092,0.912217,0.414634,red
chr7-143317043-143318241,0.0030581,0.0392157,red
chr7-143599050-143600248,0.258302,0.198485,green
chr7-143656027-143657225,0.730091,0.423913,red
chr7-143700022-143701220,0.776612,0.680556,red
chr7-143770275-143771473,0.831169,0.355932,red
chr7-143929738-143930936,0.913366,0.125,green
chr7-143956617-143957815,0.912287,0.326531,red
chr7-144014218-144015416,0.92146,0.8,blue
chr7-144051433-144052631,0.38255,0.541401,red
chr7-144107122-144108320,0.553154,0.290837,green
chr7-144532948-144534146,0.219171,0.293846,red
chr7-145812453-145813651,0.114097,0.456274,blue
chr7-148395004-148396202,0.00973137,0.103841,red
chr7-148581172-148582370,0.0171092,0.15,red
chr7-148725535-148726733,0.0133133,0.0752475,red
chr7-148787599-148788797,0.0050618,0.0660066,red
chr7-148823240-148824438,0.0077387,0.0757098,red
chr7-148843568-148844766,0.11402,0.341564,red
chr7-148891577-148892775,0.460588,0.255613,green
chr7-148935742-148936940,0.324166,0.445731,red
chr7-148958262-148959460,0.012921,0.110849,red
chr7-149158016-149159214,0.333991,0.295935,red
chr7-149194700-149195898,0.155564,0.35443,red
chr7-149411148-149412346,0.0704593,0.293233,red
chr7-149470370-149471568,0.0754813,0.234273,red
chr7-149534456-149535654,0.1839,0.370036,red
chr7-149569057-149570255,0.471506,0.329044,green
chr7-150020560-150021758,0.111957,0.167549,red
chr7-150038534-150039732,0.501186,0.483304,red
chr7-150064889-150066087,0.0327675,0.186078,red
chr7-150075424-150076622,0.0144583,0.103604,red
chr7-150146718-150147916,0.553325,0.480734,red
chr7-150210918-150212116,0.708398,0.472727,red
chr7-150263365-150264563,0.595106,0.495327,red
chr7-150329275-150330473,0.648264,0.411215,red
chr7-150381788-150382986,0.395349,0.102041,green
chr7-150412645-150413843,0.42098,0.608696,red
chr7-150433436-150434634,0.468308,0.24,green
chr7-150496491-150497689,0.171028,0.484536,blue
chr7-150498250-150499448,0.442785,0.534749,red
chr7-150520715-150521913,0.844317,0.505241,red
chr7-150675205-150676403,0.0167903,0.168085,red
chr7-150687083-150688281,0.764617,0.44898,red
chr7-150721388-150722586,0.761029,0.490909,red
chr7-150724510-150725708,0.0637523,0.174603,red
chr7-150744973-150746171,0.845003,0.640426,red
chr7-150754299-150755497,0.0158118,0.0897073,red
chr7-150755419-150756617,0.0150455,0.0727924,red
chr7-150777733-150778931,0.148609,0.275862,red
chr7-150779980-150781178,0.0224321,0.106762,red
chr7-150782829-150784027,0.00713165,0.0900901,red
chr7-150864437-150865635,0.0158623,0.182979,blue
chr7-150884044-150885242,0.715381,0.685496,red
chr7-150924054-150925252,0.00613787,0.0496,red
chr7-150928585-150929783,0.0420469,0.148984,red
chr7-150945861-150947059,0.0391597,0.216354,red
chr7-151037797-151038995,0.257321,0.357041,red
chr7-151216812-151218010,0.0211776,0.154235,red
chr7-151574012-151575210,0.0171967,0.132756,red
chr7-151652480-151653678,0.790022,0.351779,green
chr7-152132892-152134090,0.00415369,0.0769231,red
chr7-152373052-152374250,0.162047,0.278017,red
chr7-152455834-152457032,0.231269,0.220539,red
chr7-153748765-153749963,0.0995268,0.399491,blue
chr7-154794596-154795794,0.00713745,0.0770578,red
chr7-154861034-154862232,0.150456,0.432203,blue
chr7-155088486-155089684,0.0105668,0.113256,red
chr7-155249824-155251022,0.051839,0.32636,blue
chr7-155326359-155327557,0.284844,0.534442,red
chr7-155436373-155437571,0.0130007,0.118832,red
chr7-155604769-155605967,0.048549,0.182203,red
chr7-156432478-156433676,0.272195,0.476247,red
chr7-156433150-156434348,0.0520966,0.206284,red
chr7-156685726-156686924,0.056776,0.144385,red
chr7-156741417-156742615,0.118646,0.348172,red
chr7-156803147-156804345,0.0238613,0.206135,blue
chr7-156930607-156931805,0.0728858,0.176617,red
chr7-157128660-157129858,0.0894255,0.301887,red
chr7-158380173-158381371,0.111157,0.55157,blue
chr7-158497297-158498495,0.0228237,0.118211,red
chr7-158622121-158623319,0.0086105,0.0948396,red
chr7-158648269-158649467,0.106544,0.225755,red
chr7-158937451-158938649,0.0978703,0.347518,blue
chr8-181384-182582,0.0241047,0.0701754,red
chr8-355955-357153,0.0471459,0.267462,blue
chr8-495583-496781,0.200825,0.43594,red
chr8-1448532-1449730,0.802899,0.545254,red
chr8-1710928-1712126,0.0455403,0.211009,red
chr8-1771142-1772340,0.0502587,0.2343,red
chr8-1921044-1922242,0.0313581,0.152209,red
chr8-1992155-1993353,0.209595,0.363538,red
chr8-4851740-4852938,0.0678519,0.294207,red
chr8-6263113-6264311,0.0261542,0.0681818,red
chr8-6420732-6421930,0.70229,0.413978,red
chr8-6564878-6566076,0.0100367,0.0598425,red
chr8-6735346-6736544,0.517708,0.366279,red
chr8-6783400-6784598,0.822544,0.454545,red
chr8-6795662-6796860,0.865609,0.27451,green
chr8-6837404-6838602,0.779487,1.0,red
chr8-6856519-6857717,0.834164,0.470085,red
chr8-6875625-6876823,0.840095,0.439689,red
chr8-7242882-7244080,0.60788,0.571429,red
chr8-7274187-7275385,0.753281,0.616541,red
chr8-7332406-7333604,0.739523,0.594595,red
chr8-7343724-7344922,0.783638,0.465116,red
chr8-7344191-7345389,0.769841,0.447368,red
chr8-7692993-7694191,0.694512,0.603448,red
chr8-7751151-7752349,0.822539,0.533333,red
chr8-8243810-8245008,0.0559078,0.272599,red
chr8-8558448-8559646,0.023523,0.100806,red
chr8-8750957-8752155,0.177962,0.228963,red
chr8-8858657-8859855,0.781306,0.688312,red
chr8-9008008-9009206,0.0153765,0.0950276,red
chr8-9412424-9413622,0.150789,0.196165,red
chr8-9910778-9911976,0.115848,0.16886,red
chr8-10382056-10383254,0.829649,0.464531,red
chr8-10512414-10513612,0.694803,0.544554,red
chr8-10529147-10530345,0.675866,0.565154,red
chr8-10587824-10589022,0.100913,0.352679,red
chr8-10697159-10698357,0.0554251,0.0396476,green
chr8-10697188-10698386,0.0577028,0.0390805,green
chr8-11058677-11059875,0.00956709,0.0949367,red
chr8-11140925-11142123,0.130561,0.22351,red
chr8-11187397-11188595,0.925271,0.462046,red
chr8-11324078-11325276,0.00987261,0.0795229,red
chr8-11350510-11351708,0.780624,0.363014,green
chr8-11560713-11561911,0.0764406,0.348837,blue
chr8-11617896-11619094,0.838614,0.480287,red
chr8-11626248-11627446,0.0964952,0.301471,red
chr8-11659120-11660318,0.162856,0.286015,red
chr8-11725540-11726738,0.193931,0.36635,red
chr8-11831910-11833108,0.79632,0.621469,red
chr8-11838830-11840028,0.662594,0.637795,red
chr8-11996388-11997586,0.902775,0.27871,green
chr8-12051431-12052629,0.00790636,0.0726612,red
chr8-12175627-12176825,0.884432,0.47482,red
chr8-12293654-12294852,0.00301287,0.0380623,red
chr8-12612801-12613999,0.0217058,0.101124,red
chr8-13372197-13373395,0.461028,0.545932,red
chr8-13423352-13424550,0.11803,0.189147,red
chr8-15095650-15096848,0.302083,0.148649,green
chr8-15396792-15397990,0.259086,0.28655,red
chr8-16050026-16051224,0.805056,0.447876,red
chr8-16859492-16860690,0.167294,0.364943,red
chr8-16883747-16884945,0.045817,0.162745,red
chr8-17012538-17013736,0.0206612,0.0737705,red
chr8-17103080-17104278,0.0851838,0.215852,red
chr8-17104189-17105387,0.0110638,0.06,red
chr8-17270638-17271836,0.179364,0.532129,blue
chr8-17395286-17396484,0.679697,0.647059,red
chr8-17432942-17434140,0.264373,0.315508,red
chr8-17657979-17659177,0.0152575,0.127106,red
chr8-17767676-17768874,0.839149,0.397906,red
chr8-17779349-17780547,0.136965,0.170833,red
chr8-17942279-17943477,0.127356,0.0877193,green
chr8-18066618-18067816,0.492499,0.4,red
chr8-18870998-18872196,0.0957546,0.36712,blue
chr8-19170128-19171326,0.167261,0.362069,red
chr8-19459808-19461006,0.5,0.476821,red
chr8-19673651-19674849,0.147406,0.295014,red
chr8-19795482-19796680,0.351422,0.454183,red
chr8-20040519-20041717,0.742435,0.612335,red
chr8-20053878-20055076,0.112208,0.271444,red
chr8-20161276-20162474,0.131246,0.355114,red
chr8-21771173-21772371,0.613482,0.256757,green
chr8-21776182-21777380,0.016964,0.13128,red
chr8-21880645-21881843,0.223033,0.398515,red
chr8-21898937-21900135,0.450017,0.588235,red
chr8-21915717-21916915,0.772261,0.653439,red
chr8-21966734-21967932,0.0498882,0.2,red
chr8-21989183-21990381,0.410484,0.438178,red
chr8-21999266-22000464,0.020541,0.0972569,red
chr8-22014147-22015345,0.0716106,0.284341,red
chr8-22018168-22019366,0.538012,0.608696,red
chr8-22021249-22022447,0.291798,0.385154,red
chr8-22101748-22102946,0.0274562,0.131024,red
chr8-22131810-22133008,0.784548,0.58502,red
chr8-22223762-22224960,0.189036,0.344214,red
chr8-22297649-22298847,0.0336777,0.168919,red
chr8-22408208-22409406,0.0351883,0.139693,red
chr8-22435254-22436452,0.240606,0.32337,red
chr8-22461145-22462343,0.24945,0.0909091,green
chr8-22526435-22527633,0.141237,0.157549,green
chr8-22550617-22551815,0.0129246,0.0986547,red
chr8-22785223-22786421,0.663943,0.688312,red
chr8-22843930-22845128,0.600752,0.152542,green
chr8-22926494-22927692,0.256625,0.201527,green
chr8-22959103-22960301,0.670915,0.55814,red
chr8-23021345-23022543,0.270833,0.230563,red
chr8-23082441-23083639,0.328356,0.32971,red
chr8-23144421-23145619,0.156627,0.152709,green
chr8-23261555-23262753,0.235303,0.483929,red
chr8-23315010-23316208,0.0892515,0.135231,red
chr8-23385318-23386516,0.185211,0.221116,red
chr8-23540242-23541440,0.126477,0.25117,red
chr8-23563913-23565111,0.136521,0.490948,blue
chr8-23712122-23713320,0.250236,0.25731,red
chr8-24769525-24770723,0.314969,0.519149,red
chr8-25041380-25042578,0.0172321,0.116645,red
chr8-25315513-25316711,0.00545606,0.0613409,red
chr8-25315785-25316983,0.00450016,0.0513784,red
chr8-25902715-25903913,0.0445661,0.215124,red
chr8-26149732-26150930,0.00818452,0.0375427,red
chr8-26239414-26240612,0.127028,0.229021,red
chr8-26371410-26372608,0.0365472,0.242718,red
chr8-26434359-26435557,0.00804547,0.121008,red
chr8-26722724-26723922,0.110782,0.405405,blue
chr8-27115705-27116903,0.792273,0.383333,red
chr8-27167999-27169197,0.00562212,0.0518018,red
chr8-27168638-27169836,0.014193,0.0545113,red
chr8-27336615-27337813,0.654412,0.670968,red
chr8-27347296-27348494,0.266345,0.280992,red
chr8-27472350-27473548,0.365883,0.262097,green
chr8-27490698-27491896,0.121673,0.349206,red
chr8-27629953-27631151,0.0718379,0.14532,red
chr8-27630903-27632101,0.139788,0.0380623,green
chr8-27695414-27696612,0.514467,0.474957,red
chr8-27850046-27851244,0.206668,0.427403,red
chr8-27941190-27942388,0.730086,0.380282,green
chr8-27949355-27950553,0.275316,0.280519,red
chr8-28173649-28174847,0.697543,0.678788,red
chr8-28243785-28244983,0.0404058,0.116327,red
chr8-28350773-28351971,0.0614129,0.203812,red
chr8-28557844-28559042,0.0751605,0.216524,red
chr8-28746921-28748119,0.00652529,0.0340479,red
chr8-28747283-28748481,0.00400735,0.0269939,red
chr8-29120392-29121590,0.0704598,0.136465,red
chr8-29207987-29209185,0.00674677,0.0757396,red
chr8-29940525-29941723,0.105843,0.162437,red
chr8-29951996-29953194,0.0643676,0.271693,red
chr8-30002004-30003202,0.595074,0.788235,red
chr8-30012813-30014011,0.0481404,0.0651289,green
chr8-30241027-30242225,0.0732832,0.3072,red
chr8-30515570-30516768,0.123964,0.268143,red
chr8-30585245-30586443,0.144746,0.212903,red
chr8-30670190-30671388,0.14217,0.0869565,green
chr8-30706410-30707608,0.87127,0.304762,red
chr8-30890317-30891515,0.0136972,0.120536,red
chr8-30891033-30892231,0.0103801,0.0538922,red
chr8-32404728-32405926,0.0467114,0.243243,red
chr8-33330742-33331940,0.341223,0.278325,red
chr8-33341268-33342466,0.306995,0.29078,red
chr8-33370921-33372119,0.0148327,0.0860441,red
chr8-33424445-33425643,0.223625,0.372881,red
chr8-33457426-33458624,0.307914,0.264264,red
chr8-35091975-35093173,0.213512,0.476543,red
chr8-36640892-36642090,0.838553,0.423977,red
chr8-37552269-37553467,0.0122386,0.109477,red
chr8-37593145-37594343,0.138024,0.308081,red
chr8-37619111-37620309,0.239897,0.151481,green
chr8-37653774-37654972,0.0544001,0.321484,blue
chr8-37707224-37708422,0.271391,0.350975,red
chr8-37756774-37757972,0.158001,0.226537,red
chr8-37797449-37798647,0.712892,0.551887,red
chr8-37824285-37825483,0.687718,0.496732,red
chr8-37886859-37888057,0.0685058,0.230047,red
chr8-37961760-37962958,0.143931,0.217442,red
chr8-38008585-38009783,0.711382,0.509174,red
chr8-38033117-38034315,0.00963117,0.0846154,red
chr8-38034036-38035234,0.00570981,0.0444712,red
chr8-38087861-38089059,0.197513,0.201201,green
chr8-38126540-38127738,0.0239855,0.0911458,red
chr8-38239592-38240790,0.00674206,0.10687,red
chr8-38243019-38244217,0.011919,0.0893997,red
chr8-38325165-38326363,0.0212433,0.183792,red
chr8-38643722-38644920,0.155021,0.27598,red
chr8-38757753-38758951,0.130486,0.303244,red
chr8-38830683-38831881,0.378511,0.516447,red
chr8-38853505-38854703,0.00446097,0.0497835,red
chr8-38853854-38855052,0.00485616,0.0663212,red
chr8-38964168-38965366,0.194744,0.34638,red
chr8-39441097-39442295,0.858159,0.517647,red
chr8-39695610-39696808,0.868926,0.501969,red
chr8-39769803-39771001,0.596182,0.485876,red
chr8-40009989-40011187,0.582195,0.672811,red
chr8-40755146-40756344,0.202942,0.266667,red
chr8-41166818-41168016,0.103141,0.38403,blue
chr8-41347173-41348371,0.122452,0.193012,red
chr8-41385725-41386923,0.343068,0.337466,red
chr8-41434719-41435917,0.137162,0.270202,red
chr8-41504680-41505878,0.709019,0.639626,red
chr8-41754082-41755280,0.0448331,0.367316,blue
chr8-41909307-41910505,0.138238,0.354077,red
chr8-42009464-42010662,0.108335,0.292929,red
chr8-42065044-42066242,0.495772,0.331058,green
chr8-42127820-42129018,0.0916874,0.13961,red
chr8-42194973-42196171,0.0488882,0.13125,red
chr8-42234552-42235750,0.386624,0.462687,red
chr8-42248421-42249619,0.0468981,0.187259,red
chr8-42395298-42396496,0.199528,0.295218,red
chr8-42396871-42398069,0.109506,0.279146,red
chr8-42551562-42552760,0.857646,0.518248,red
chr8-42623731-42624929,0.575208,0.431694,red
chr8-42698270-42699468,0.158788,0.190016,red
chr8-42751075-42752273,0.0056394,0.0925926,red
chr8-42751668-42752866,0.00502819,0.0926217,red
chr8-42910296-42911494,0.064557,0.0357143,green
chr8-42947661-42948859,0.0316712,0.111007,red
chr8-42994598-42995796,0.0274398,0.102334,red
chr8-48172167-48173365,0.663731,0.361702,green
chr8-48651450-48652648,0.358737,0.330873,red
chr8-48872496-48873694,0.00426569,0.064133,red
chr8-48872545-48873743,0.00425047,0.065534,red
chr8-48919960-48921158,0.138919,0.436782,blue
chr8-49647593-49648791,0.224893,0.455328,red
chr8-49834101-49835299,0.0203949,0.114914,red
chr8-49983913-49985111,0.768633,0.453577,red
