region	MM	PDR
chr6-135818685-135819883	0.00705882	0.0652174
chr6-136171834-136173032	0.30632	0.126126
chr6-136571251-136572449	0.0248852	0.0974955
chr6-136610791-136611989	0.00664098	0.043711
chr6-136847412-136848610	0.309659	0.385965
chr6-137113458-137114656	0.0211153	0.15122
chr6-137142723-137143921	0.0410281	0.0479574
chr6-137242402-137243600	0.0189267	0.166436
chr6-137365903-137367101	0.419311	0.304698
chr6-137540388-137541586	0.0812975	0.0493421
chr6-137815333-137816531	0.1882	0.563847
chr6-138187581-138188779	0.0132116	0.1
chr6-138428450-138429648	0.0514539	0.174654
chr6-138482058-138483256	0.0342605	0.207904
chr6-138724356-138725554	0.047749	0.187739
chr6-138893479-138894677	0.314232	0.339578
chr6-139093657-139094855	0.0220526	0.0488432
chr6-139116063-139117261	0.29275	0.38125
chr6-139309200-139310398	0.144318	0.163004
chr6-139455249-139456447	0.165387	0.270428
chr6-139613078-139614276	0.494555	0.25
chr6-139695559-139696757	0.00944983	0.0588235
chr6-142409738-142410936	0.319228	0.53507
chr6-142467367-142468565	0.135532	0.0896414
chr6-142622066-142623264	0.0379528	0.141123
chr6-143266140-143267338	0.00539326	0.0872274
chr6-143381013-143382211	0.00772627	0.0715564
chr6-143771117-143772315	0.00424278	0.0427873
chr6-143771612-143772810	0.0289445	0.0514184
chr6-143832629-143833827	0.373251	0.293979
chr6-143998102-143999300	0.0543676	0.131274
chr6-144163481-144164679	0.118323	0.202489
chr6-144289917-144291115	0.834802	0.209677
chr6-144416556-144417754	0.073071	0.156965
chr6-144470663-144471861	0.133381	0.293907
chr6-144611965-144613163	0.891835	0.248756
chr6-146056962-146058160	0.25433	0.206349
chr6-146135691-146136889	0.00729814	0.0834202
chr6-146285327-146286525	0.0969097	0.0820189
chr6-146347782-146348980	0.333794	0.512712
chr6-146863829-146865027	0.183533	0.382353
chr6-146919101-146920299	0.35468	0.465394
chr6-147524669-147525867	0.00516453	0.0784062
chr6-148662729-148663927	0.0494259	0.129915
chr6-149067464-149068662	0.0118497	0.112033
chr6-149641188-149642386	0.642741	0.591928
chr6-149720495-149721693	0.950702	0.194313
chr6-149805999-149807197	0.431488	0.332386
chr6-149866976-149868174	0.156358	0.328851
chr6-149886430-149887628	0.00609497	0.0658784
chr6-149969652-149970850	0.161671	0.15587
chr6-150039194-150040392	0.161075	0.234932
chr6-150067510-150068708	0.156825	0.192405
chr6-150069579-150070777	0.318256	0.379965
chr6-150184964-150186162	0.0177824	0.159475
chr6-150211972-150213170	0.638029	0.5
chr6-150244016-150245214	0.164193	0.34965
chr6-150262136-150263334	0.0855868	0.305108
chr6-150284143-150285341	0.039897	0.172222
chr6-150346409-150347607	0.129115	0.308244
chr6-150390033-150391231	0.195518	0.343511
chr6-150463212-150464410	0.0271258	0.22118
chr6-150689028-150690226	0.72216	0.539474
chr6-150919999-150921197	0.148259	0.345614
chr6-151185685-151186883	0.429897	0.221591
chr6-151560134-151561332	0.367469	0.482982
chr6-151712485-151713683	0.0104703	0.0690377
chr6-151772422-151773620	0.00741272	0.0567742
chr6-151773061-151774259	0.00718404	0.0537383
chr6-151814165-151815363	0.158325	0.398026
chr6-152010631-152011829	0.646897	0.454545
chr6-152958336-152959534	0.165073	0.296296
chr6-153018030-153019228	0.787282	0.358974
chr6-153303955-153305153	0.00527897	0.0636462
chr6-153323622-153324820	0.0118721	0.0736016
chr6-154651017-154652215	0.863636	0.264423
chr6-154831595-154832793	0.119386	0.261194
chr6-155053459-155054657	0.0853524	0.162242
chr6-155152831-155154029	0.925506	0.271318
chr6-155584147-155585345	0.853953	0.621795
chr6-155635420-155636618	0.00688491	0.0398593
chr6-155776839-155778037	0.704983	0.371429
chr6-157098063-157099261	0.00837911	0.0766823
chr6-157744435-157745633	0.0756193	0.0747664
chr6-157801165-157802363	0.00419039	0.0705882
chr6-158243296-158244494	0.0651037	0.40177
chr6-158401919-158403117	0.0834128	0.304294
chr6-158588384-158589582	0.0306394	0.159184
chr6-158589104-158590302	0.203344	0.286853
chr6-158732692-158733890	0.758342	0.444444
chr6-158956468-158957666	0.225397	0.424691
chr6-159065573-159066771	0.0775009	0.179448
chr6-159081351-159082549	0.476575	0.416938
chr6-159240246-159241444	0.204879	0.347701
chr6-159421000-159422198	0.0733563	0.0538922
chr6-159465986-159467184	0.478571	0.538462
chr6-159589429-159590627	0.162323	0.484902
chr6-160114162-160115360	0.0219536	0.0654206
chr6-160180360-160181558	0.871901	0.533461
chr6-160210498-160211696	0.00422168	0.0458716
chr6-160210583-160211781	0.00400267	0.0433553
chr6-160220301-160221499	0.885117	0.515625
chr6-160326974-160328172	0.8741	0.346979
chr6-160389131-160390329	0.0274536	0.157303
chr6-160541821-160543019	0.865348	0.408257
chr6-160679850-160681048	0.719365	0.541935
chr6-160768300-160769498	0.396494	0.486726
chr6-161087209-161088407	0.851469	0.289062
chr6-161122274-161123472	0.833089	0.348958
chr6-161411816-161413014	0.0181553	0.0621572
chr6-161694895-161696093	0.100894	0.227273
chr6-163147164-163148362	0.224953	0.133333
chr6-163148605-163149803	0.0978604	0.172524
chr6-163834675-163835873	0.00534003	0.114662
chr6-166075359-166076557	0.0275041	0.200723
chr6-166309527-166310725	0.789112	0.65896
chr6-166581909-166583107	0.063463	0.305794
chr6-166755881-166757079	0.0165631	0.0887772
chr6-166796288-166797486	0.00806115	0.0881427
chr6-167275841-167277039	0.132789	0.328261
chr6-167369992-167371190	0.027413	0.13244
chr6-167411670-167412868	0.0049954	0.0660025
chr6-167535257-167536455	0.711095	0.454237
chr6-167571619-167572817	0.77834	0.425197
chr6-167737574-167738772	0.843025	0.444828
chr6-167797756-167798954	0.698098	0.7875
chr6-168197341-168198539	0.47669	0.507361
chr6-168226671-168227869	0.0237793	0.22314
chr6-168398772-168399970	0.800116	0.52513
chr6-168479641-168480839	0.783333	0.655123
chr6-168720204-168721402	0.181158	0.517021
chr6-168840831-168842029	0.153213	0.498208
chr6-169653941-169655139	0.155283	0.362705
chr6-170101257-170102455	0.00979276	0.0965971
chr6-170101551-170102749	0.00830597	0.085
chr6-170123953-170125151	0.00472009	0.106061
chr6-170150721-170151919	0.0118564	0.0746269
chr6-170151457-170152655	0.0246188	0.0907912
chr6-170599363-170600561	0.00895693	0.105263
chr6-170614844-170616042	0.0779777	0.267016
chr6-170862231-170863429	0.00492706	0.0335893
chr6-170862421-170863619	0.0052521	0.0331992
chr6-170893550-170894748	0.0089797	0.0405405
chr7-191969-193167	0.0180465	0.177156
chr7-558833-560031	0.00711328	0.126728
chr7-752646-753844	0.752416	0.618956
chr7-765338-766536	0.0836408	0.253363
chr7-871138-872336	0.288696	0.389458
chr7-915189-916387	0.167575	0.408291
chr7-994135-995333	0.238954	0.615108
chr7-1015037-1016235	0.310044	0.491135
chr7-1021835-1023033	0.486481	0.486395
chr7-1093921-1095119	0.596709	0.573046
chr7-1125443-1126641	0.440678	0.349911
chr7-1177678-1178876	0.138743	0.395994
chr7-1199616-1200814	0.099351	0.341463
chr7-1271543-1272741	0.0923875	0.429864
chr7-1498940-1500138	0.0236934	0.200389
chr7-1543805-1545003	0.0708165	0.292517
chr7-1569350-1570548	0.264208	0.569405
chr7-1595868-1597066	0.642814	0.42562
chr7-1609431-1610629	0.0558669	0.211382
chr7-2272680-2273878	0.230668	0.29912
chr7-2280857-2282055	0.102417	0.211966
chr7-2281635-2282833	0.0640435	0.211974
chr7-2353901-2355099	0.0707253	0.139073
chr7-2393501-2394699	0.00630092	0.0532959
chr7-2442223-2443421	0.0914435	0.267925
chr7-2558476-2559674	0.0196289	0.165653
chr7-2595163-2596361	0.25288	0.2881
chr7-2597632-2598830	0.170249	0.450521
chr7-2670585-2671783	0.209276	0.424542
chr7-2718156-2719354	0.598165	0.588729
chr7-2883760-2884958	0.0645301	0.191304
chr7-3083381-3084579	0.450048	0.462295
chr7-3340080-3341278	0.0204431	0.21319
chr7-4720940-4722138	0.114467	0.309013
chr7-4814253-4815451	0.0317865	0.0979689
chr7-4901427-4902625	0.582322	0.511834
chr7-4923152-4924350	0.297585	0.405542
chr7-4998645-4999843	0.0538462	0.318182
chr7-5084542-5085740	0.293103	0.273006
chr7-5084553-5085751	0.29177	0.272171
chr7-5228819-5230017	0.199109	0.390688
chr7-5321561-5322759	0.10819	0.566667
chr7-5462979-5464177	0.00858242	0.0997831
chr7-5553231-5554429	0.0869232	0.240109
chr7-5570142-5571340	0.0447901	0.230425
chr7-5631454-5632652	0.0997588	0.423143
chr7-5821172-5822370	0.41835	0.299065
chr7-5919429-5920627	0.853081	0.413428
chr7-5937365-5938563	0.326923	0.391144
chr7-6047876-6049074	0.0175763	0.108
chr7-6048558-6049756	0.0225635	0.109546
chr7-6098663-6099861	0.313965	0.396975
chr7-6143515-6144713	0.0565635	0.269663
chr7-6312077-6313275	0.146679	0.358178
chr7-6388392-6389590	0.228521	0.386538
chr7-6413170-6414368	0.110893	0.278232
chr7-6487445-6488643	0.126628	0.173228
chr7-6523675-6524873	0.32	0.311377
chr7-6590869-6592067	0.839065	0.453674
chr7-6616136-6617334	0.18017	0.268987
chr7-6654248-6655446	0.130543	0.389356
chr7-6746356-6747554	0.0777734	0.117172
chr7-6866203-6867401	0.730317	0.69697
chr7-7221246-7222444	0.00566538	0.0393013
chr7-7605503-7606701	0.292097	0.265823
chr7-8301713-8302911	0.182543	0.305455
chr7-8472585-8473783	0.0983624	0.373984
chr7-10979685-10980883	0.0396612	0.12523
chr7-11012499-11013697	0.11783	0.164238
chr7-11871626-11872824	0.138278	0.328612
chr7-12249926-12251124	0.0106265	0.0410678
chr7-12443333-12444531	0.185587	0.368034
chr7-12609312-12610510	0.0502163	0.152318
chr7-12725961-12727159	0.0332794	0.14974
chr7-14029373-14030571	0.022232	0.074359
chr7-14942788-14943986	0.350938	0.410714
chr7-15726239-15727437	0.123281	0.385103
chr7-16460749-16461947	0.0911328	0.238298
chr7-16505276-16506474	0.255973	0.19403
chr7-16684759-16685957	0.00479574	0.0515672
chr7-16685244-16686442	0.00483914	0.0568306
chr7-16792160-16793358	0.25213	0.0909091
chr7-16844506-16845704	0.47828	0.259259
chr7-16921413-16922611	0.807642	0.343284
chr7-17337246-17338444	0.209877	0.105882
chr7-17979919-17981117	0.0310348	0.0629275
chr7-18067288-18068486	0.928102	0.280899
chr7-18534926-18536124	0.0923858	0.145897
chr7-19157097-19158295	0.0729818	0.316084
chr7-19184846-19186044	0.170553	0.447761
chr7-19748512-19749710	0.175788	0.214539
chr7-19812818-19814016	0.214514	0.493934
chr7-20369746-20370944	0.00989393	0.0795569
chr7-20826307-20827505	0.139295	0.457327
chr7-21466652-21467850	0.00497723	0.0493066
chr7-21581833-21583031	0.186305	0.304577
chr7-21985504-21986702	0.104192	0.17234
chr7-22396335-22397533	0.118003	0.286517
chr7-22539919-22541117	0.346778	0.495622
chr7-22764503-22765701	0.609098	0.416058
chr7-22862272-22863470	0.226464	0.0684932
chr7-23053550-23054748	0.0522924	0.0381166
chr7-23144403-23145601	0.0295037	0.0484429
chr7-23220446-23221644	0.3071	0.364276
chr7-23285316-23286514	0.636156	0.505405
chr7-23337819-23339017	0.113243	0.174004
chr7-23509888-23511086	0.0313554	0.180328
chr7-23571462-23572660	0.360982	0.305921
chr7-23635998-23637196	0.285126	0.27357
chr7-23748786-23749984	0.896029	0.52809
chr7-24322807-24324005	0.111262	0.388235
chr7-24611965-24613163	0.033275	0.0833333
chr7-24797534-24798732	0.466222	0.369932
chr7-25019609-25020807	0.0208616	0.0978136
chr7-25164782-25165980	0.0741148	0.14779
chr7-25219775-25220973	0.181241	0.205314
chr7-25267907-25269105	0.900592	0.228814
chr7-26190860-26192058	0.193868	0.375
chr7-26239782-26240980	0.0113434	0.0610236
chr7-26240168-26241366	0.00880282	0.0683662
chr7-26330543-26331741	0.280659	0.174468
chr7-26904164-26905362	0.0555771	0.0910448
chr7-27135395-27136593	0.0154867	0.0881971
chr7-27142232-27143430	0.128168	0.260582
chr7-27159016-27160214	0.501494	0.478022
chr7-27170220-27171418	0.232183	0.368201
chr7-27183089-27184287	0.362126	0.340376
chr7-27187195-27188393	0.287022	0.469697
chr7-27196100-27197298	0.111759	0.390625
chr7-27204951-27206149	0.167774	0.600554
chr7-27213727-27214925	0.224035	0.614525
chr7-27219434-27220632	0.212732	0.457464
chr7-27224637-27225835	0.155888	0.510733
chr7-27239527-27240725	0.0463951	0.32073
chr7-27281164-27282362	0.213351	0.566007
chr7-27702416-27703614	0.207439	0.240196
chr7-27778808-27780006	0.0219338	0.104859
chr7-28220164-28221362	0.266034	0.227891
chr7-28451144-28452342	0.481176	0.159664
chr7-29233028-29234226	0.213368	0.410882
chr7-29234694-29235892	0.0412671	0.0868421
chr7-29602427-29603625	0.0930262	0.260341
chr7-30029707-30030905	0.506997	0.469438
chr7-30066102-30067300	0.0128531	0.0468594
chr7-30067029-30068227	0.0127929	0.0874074
chr7-30173426-30174624	0.124083	0.309278
chr7-30322923-30324121	0.273344	0.405836
chr7-30518198-30519396	0.038162	0.078125
chr7-30544262-30545460	0.0995983	0.162736
chr7-30633297-30634495	0.0213631	0.0784593
chr7-30739521-30740719	0.584607	0.674603
chr7-30790751-30791949	0.673312	0.464789
chr7-30790753-30791951	0.673312	0.464789
chr7-30810033-30811231	0.317858	0.361065
chr7-30892010-30893208	0.821652	0.415686
chr7-30950470-30951668	0.666451	0.59187
chr7-31002638-31003836	0.786963	0.549383
chr7-31101810-31103008	0.818752	0.466667
chr7-31380310-31381508	0.487149	0.552239
chr7-31725329-31726527	0.702448	0.785714
chr7-32338743-32339941	0.296504	0.371736
chr7-32529832-32531030	0.0715609	0.229577
chr7-32534101-32535299	0.0264473	0.0727763
chr7-32931311-32932509	0.00502232	0.0594595
chr7-32996017-32997215	0.255117	0.366548
chr7-33102211-33103409	0.0630804	0.172662
chr7-33148804-33150002	0.0325717	0.17773
chr7-33168144-33169342	0.0223618	0.0722689
chr7-33943523-33944721	0.0320707	0.1665
chr7-34696897-34698095	0.721953	0.528846
chr7-35077455-35078653	0.0614651	0.207254
chr7-35293560-35294758	0.177542	0.568089
chr7-35734547-35735745	0.118175	0.14262
chr7-35839627-35840825	0.0164771	0.083877
chr7-36191758-36192956	0.105104	0.23796
chr7-36428415-36429613	0.222377	0.368354
chr7-36763955-36765153	0.4954	0.22549
chr7-37488654-37489852	0.105949	0.162528
chr7-37887199-37888397	0.770822	0.614815
chr7-37956319-37957517	0.0398406	0.174009
chr7-37959163-37960361	0.374694	0.452575
chr7-38216824-38218022	0.0543508	0.113677
chr7-38670969-38672167	0.418133	0.446753
chr7-38948631-38949829	0.0719889	0.0192308
chr7-39016598-39017796	0.727767	0.421488
chr7-39604975-39606173	0.0305543	0.0766962
chr7-39662082-39663280	0.183759	0.305172
chr7-39988636-39989834	0.00807475	0.0780985
chr7-40173575-40174773	0.0131882	0.0675159
chr7-40174060-40175258	0.0333473	0.179448
chr7-42276414-42277612	0.00998953	0.131119
chr7-42951491-42952689	0.0528739	0.0887097
chr7-42970799-42971997	0.00939986	0.0504414
chr7-42971624-42972822	0.00441369	0.0355649
chr7-43151198-43152396	0.112126	0.38961
chr7-43621664-43622862	0.125098	0.270016
chr7-43689697-43690895	0.489181	0.467949
chr7-43797286-43798484	0.079442	0.198704
chr7-43908958-43910156	0.12417	0.251488
chr7-43946470-43947668	0.708312	0.339506
chr7-43965043-43966241	0.0707913	0.175287
chr7-44039488-44040686	0.9536	0.201005
chr7-44083310-44084508	0.252654	0.250696
chr7-44104988-44106186	0.366718	0.757937
chr7-44121941-44123139	0.0335731	0.0762887
chr7-44142960-44144158	0.453741	0.507123
chr7-44162909-44164107	0.0474662	0.188005
chr7-44180733-44181931	0.802749	0.298851
chr7-44198683-44199881	0.871955	0.425287
chr7-44239648-44240846	0.113306	0.071161
chr7-44364899-44366097	0.0273374	0.213816
chr7-44530281-44531479	0.0139616	0.109948
chr7-44580716-44581914	0.837479	0.533149
chr7-44613403-44614601	0.0702913	0.165663
chr7-44621660-44622858	0.170853	0.299771
chr7-44645238-44646436	0.0423445	0.189586
chr7-44787530-44788728	0.0213178	0.0960452
chr7-44835279-44836477	0.079783	0.212251
chr7-44887464-44888662	0.0147742	0.115639
chr7-44924762-44925960	0.0109841	0.0875274
chr7-45018499-45019697	0.515873	0.421053
chr7-45065625-45066823	0.560185	0.448276
chr7-45128315-45129513	0.0333453	0.19833
chr7-45151115-45152313	0.0889857	0.277311
chr7-45196390-45197588	0.206495	0.370242
chr7-45613121-45614319	0.11854	0.509975
chr7-45926956-45928154	0.280758	0.518248
chr7-45960652-45961850	0.0540647	0.261419
chr7-47579001-47580199	0.833714	0.464986
chr7-47987890-47989088	0.852161	0.481595
chr7-48018942-48020140	0.207297	0.269702
chr7-48068497-48069695	0.74563	0.643836
chr7-48127241-48128439	0.308863	0.32445
chr7-48210057-48211255	0.464865	0.45
chr7-49812257-49813455	0.0980736	0.344527
chr7-50132662-50133860	0.397084	0.473684
chr7-50134632-50135830	0.897737	0.375
chr7-50347318-50348516	0.542254	0.433333
chr7-50517224-50518422	0.0308629	0.126911
chr7-50632956-50634154	0.586538	0.478261
chr7-50799852-50801050	0.904102	0.328446
chr7-51384298-51385496	0.156726	0.448012
chr7-53102349-53103547	0.859696	0.546185
chr7-54609018-54610216	0.121341	0.400636
chr7-54827469-54828667	0.371616	0.235154
chr7-55085794-55086992	0.0785969	0.317949
chr7-55432141-55433339	0.0952979	0.286364
chr7-55640020-55641218	0.0538027	0.219243
chr7-55930284-55931482	0.813984	0.565217
chr7-55953970-55955168	0.289687	0.338462
chr7-55979331-55980529	0.912978	0.318182
chr7-56018512-56019710	0.216182	0.200581
chr7-56031274-56032472	0.224977	0.430451
chr7-56118323-56119521	0.0153432	0.0835913
chr7-56119099-56120297	0.00992943	0.08125
chr7-56130948-56132146	0.163629	0.290618
chr7-56160446-56161644	0.473392	0.334895
chr7-56174071-56175269	0.175908	0.1875
chr7-56183895-56185093	0.472177	0.397122
chr7-57508883-57510081	0.843377	0.626398
chr7-63504821-63506019	0.264175	0.519403
chr7-63687852-63689050	0.809649	0.838462
chr7-63773407-63774605	0.11802	0.0615034
chr7-64023286-64024484	0.0929299	0.05
chr7-64148733-64149931	0.928877	0.227273
chr7-64253803-64255001	0.323729	0.221311
chr7-64362625-64363823	0.270095	0.319415
chr7-64451216-64452414	0.880611	0.192308
chr7-64466833-64468031	0.192857	0.0436137
chr7-64837712-64838910	0.39354	0.22179
chr7-65337254-65338452	0.293216	0.367021
chr7-65447103-65448301	0.205837	0.303483
chr7-65539785-65540983	0.33707	0.405321
chr7-65578592-65579790	0.335958	0.482
chr7-65669186-65670384	0.15244	0.25
chr7-66204643-66205841	0.063438	0.247222
chr7-66204720-66205918	0.0572809	0.236148
chr7-66385212-66386410	0.105002	0.223048
chr7-66460390-66461588	0.0311346	0.0502717
chr7-66460802-66462000	0.00658398	0.0359116
chr7-69063319-69064517	0.00991687	0.113546
chr7-70596155-70597353	0.0461892	0.248457
chr7-71877160-71878358	0.926829	0.340067
chr7-72348936-72350134	0.219489	0.305263
chr7-72439799-72440997	0.503022	0.779279
chr7-72722615-72723813	0.302422	0.297424
chr7-72741363-72742561	0.90433	0.561275
chr7-72741887-72743085	0.92412	0.46824
chr7-72847109-72848307	0.259517	0.486583
chr7-72936404-72937602	0.147036	0.276252
chr7-72972134-72973332	0.58873	0.34811
chr7-72992923-72994121	0.284232	0.3249
chr7-73038672-73039870	0.32901	0.4144
chr7-73081155-73082353	0.215448	0.506522
chr7-73096956-73098154	0.0219809	0.121011
chr7-73097585-73098783	0.0871154	0.231527
chr7-73133790-73134988	0.16664	0.397351
chr7-73152999-73154197	0.0644017	0.193738
chr7-73184402-73185600	0.140759	0.427914
chr7-73241074-73242272	0.403126	0.658915
chr7-73256667-73257865	0.413369	0.238372
chr7-73274489-73275687	0.827713	0.533951
chr7-73441119-73442317	0.140319	0.232484
chr7-73497270-73498468	0.228761	0.446247
chr7-73587575-73588773	0.0672507	0.219557
chr7-73622748-73623946	0.766372	0.536496
chr7-73668576-73669774	0.0436784	0.237785
chr7-73702805-73704003	0.0972587	0.337778
chr7-73867300-73868498	0.0459714	0.177843
chr7-74071011-74072209	0.0278155	0.042654
chr7-74187309-74188507	0.947896	0.114754
chr7-74378083-74379281	0.667513	0.463158
chr7-74489431-74490629	0.110108	0.233853
chr7-74867311-74868509	0.151096	0.466077
chr7-75023903-75025101	0.424084	0.774194
chr7-75115350-75116548	0.238672	0.224026
chr7-75368067-75369265	0.00688389	0.0944625
chr7-75419016-75420214	0.828729	0.4
chr7-75507266-75508464	0.213859	0.160991
chr7-75543397-75544595	0.0991225	0.265487
chr7-75676385-75677583	0.0355351	0.121739
chr7-75677123-75678321	0.00915594	0.0495979
chr7-75930861-75932059	0.645498	0.0650118
chr7-75988150-75989348	0.0554957	0.13164
chr7-76038814-76040012	0.863426	0.347826
chr7-76053224-76054422	0.69026	0.457014
chr7-76090018-76091216	0.433544	0.530686
chr7-76138745-76139943	0.412681	0.494024
chr7-76256360-76257558	0.0139407	0.0891089
chr7-76750934-76752132	0.0320755	0.138826
chr7-76828945-76830143	0.449305	0.195946
chr7-77045519-77046717	0.214973	0.371269
chr7-77165592-77166790	0.0106116	0.0730769
chr7-77324760-77325958	0.099334	0.227437
chr7-77427699-77428897	0.00597191	0.073991
chr7-79082692-79083890	0.0641288	0.211667
chr7-79763104-79764302	0.112788	0.248566
chr7-79997891-79999089	0.867344	0.388715
chr7-80548469-80549667	0.243922	0.35861
chr7-81399316-81400514	0.261982	0.297059
chr7-82072916-82074114	0.101731	0.323706
chr7-82792048-82793246	0.116523	0.354902
chr7-83278128-83279326	0.151397	0.271111
chr7-83824019-83825217	0.194639	0.144737
chr7-86272230-86273428	0.0891825	0.248848
chr7-86688817-86690015	0.0614793	0.108407
chr7-86780870-86782068	0.0367694	0.112832
chr7-86849705-86850903	0.0839293	0.264967
chr7-86973997-86975195	0.00819083	0.0443131
chr7-87104857-87106055	0.233817	0.49492
chr7-87342366-87343564	0.666667	0.617021
chr7-87504544-87505742	0.0113985	0.0685155
chr7-87505466-87506664	0.00545498	0.0399061
chr7-87562702-87563900	0.0378901	0.157664
chr7-87849196-87850394	0.0268781	0.0844063
chr7-87936008-87937206	0.210585	0.238938
chr7-88387682-88388880	0.0817853	0.270775
chr7-89782689-89783887	0.191912	0.387166
chr7-89840000-89841198	0.117566	0.282051
chr7-89974990-89976188	0.0419031	0.113208
chr7-90031712-90032910	0.057977	0.0566038
chr7-90337712-90338910	0.618207	0.542636
chr7-90892783-90893981	0.0176425	0.0925024
chr7-91509836-91511034	0.23895	0.275701
chr7-91569181-91570379	0.0373917	0.0603291
chr7-91763646-91764844	0.0254362	0.105499
chr7-91808249-91809447	0.186278	0.355795
chr7-91874548-91875746	0.00788126	0.052774
chr7-91875216-91876414	0.00809353	0.0495283
chr7-92075767-92076965	0.329141	0.349277
chr7-92100421-92101619	0.885666	0.223881
chr7-92157087-92158285	0.00495205	0.062302
chr7-92157647-92158845	0.0198612	0.0796221
chr7-92219510-92220708	0.191294	0.366782
chr7-92463033-92464231	0.00669915	0.0562347
chr7-92860653-92861851	0.0382902	0.0495951
chr7-93203844-93205042	0.060502	0.20989
chr7-93520105-93521303	0.417237	0.39677
chr7-93534820-93536018	0.715917	0.515625
chr7-93550011-93551209	0.324675	0.306452
chr7-93633489-93634687	0.0730006	0.215909
chr7-94022873-94024071	0.267788	0.504305
chr7-94138110-94139308	0.288692	0.341849
chr7-94284637-94285835	0.198149	0.302924
chr7-94285238-94286436	0.393337	0.245089
chr7-94535949-94537147	0.308059	0.532895
chr7-94953821-94955019	0.457288	0.558442
chr7-95025475-95026673	0.198921	0.430723
chr7-95064312-95065510	0.124743	0.207031
chr7-95114213-95115411	0.611084	0.590361
chr7-95225605-95226803	0.104617	0.252511
chr7-95400902-95402100	0.31142	0.278912
chr7-95951261-95952459	0.147941	0.259528
chr7-96633860-96635058	0.0701824	0.273319
chr7-96654211-96655409	0.206936	0.317757
chr7-96744902-96746100	0.862783	0.428571
chr7-97360220-97361418	0.15553	0.462891
chr7-97501656-97502854	0.240362	0.353251
chr7-97619310-97620508	0.821411	0.546763
chr7-97735197-97736395	0.0798281	0.0493421
chr7-97839739-97840937	0.218764	0.559659
chr7-97881365-97882563	0.186434	0.308913
chr7-97909987-97911185	0.0362715	0.172205
chr7-98030182-98031380	0.151262	0.458472
chr7-98245609-98246807	0.136521	0.587345
chr7-98467291-98468489	0.071505	0.302961
chr7-98475113-98476311	0.166189	0.419619
chr7-98741525-98742723	0.0678329	0.200698
chr7-98804931-98806129	0.750618	0.557522
chr7-98922533-98923731	0.0691108	0.203175
chr7-98971353-98972551	0.297046	0.452188
chr7-99005264-99006462	0.00606422	0.0480769
chr7-99006254-99007452	0.00576588	0.0422857
chr7-99035696-99036894	0.0469511	0.231132
chr7-99063589-99064787	0.315846	0.258443
chr7-99063756-99064954	0.504405	0.321574
chr7-99069464-99070662	0.0410178	0.115044
chr7-99097722-99098920	0.209989	0.280781
chr7-99101573-99102771	0.205894	0.351544
chr7-99149559-99150757	0.111073	0.111111
chr7-99155448-99156646	0.0102223	0.0552486
chr7-99213571-99214769	0.0803488	0.111675
chr7-99474482-99475680	0.817946	0.542056
chr7-99516956-99518154	0.0979012	0.156788
chr7-99527045-99528243	0.193934	0.0649819
chr7-99573582-99574780	0.682699	0.706667
chr7-99612204-99613402	0.184977	0.171103
chr7-99646397-99647595	0.268198	0.237996
chr7-99676592-99677790	0.779939	0.557377
chr7-99685577-99686775	0.204933	0.222749
chr7-99698180-99699378	0.00586696	0.0604891
chr7-99699365-99700563	0.223031	0.230159
chr7-99716236-99717434	0.044356	0.100551
chr7-99717266-99718464	0.0976253	0.175109
chr7-99723317-99724515	0.276483	0.416877
chr7-99745530-99746728	0.243542	0.26129
chr7-99756110-99757308	0.123796	0.15625
chr7-99766175-99767373	0.428825	0.396313
chr7-99774186-99775384	0.0667273	0.213115
chr7-99774792-99775990	0.183879	0.342152
chr7-99815859-99817057	0.746172	0.634703
chr7-99904325-99905523	0.907999	0.296196
chr7-99932737-99933935	0.0207213	0.138393
chr7-99970068-99971266	0.498419	0.586667
chr7-100026104-100027302	0.0145756	0.0719323
chr7-100026254-100027452	0.0141465	0.0798859
chr7-100033990-100035188	0.452267	0.372642
chr7-100061696-100062894	0.824063	0.576923
chr7-100076704-100077902	0.425227	0.403326
chr7-100080550-100081748	0.0569185	0.272222
chr7-100135848-100137046	0.0291474	0.102349
chr7-100171072-100172270	0.931659	0.562319
chr7-100183578-100184776	0.0130952	0.0797619
chr7-100186252-100187450	0.709032	0.545852
chr7-100198800-100199998	0.704905	0.444898
chr7-100209133-100210331	0.0502545	0.213881
chr7-100240146-100241344	0.61779	0.658824
chr7-100253886-100255084	0.375814	0.687619
chr7-100270154-100271352	0.259203	0.34846
chr7-100286873-100288071	0.759769	0.512315
chr7-100302676-100303874	0.0677528	0.2176
chr7-100317423-100318621	0.128481	0.411609
chr7-100424923-100426121	0.057345	0.240527
chr7-100449375-100450573	0.0307425	0.106977
chr7-100463760-100464958	0.214641	0.226378
chr7-100471810-100473008	0.12204	0.318841
chr7-100487141-100488339	0.00947292	0.0777778
chr7-100493343-100494541	0.0308979	0.266667
chr7-100546257-100547455	0.452849	0.477901
chr7-100550250-100551448	0.703995	0.617143
chr7-100611904-100613102	0.483095	0.712446
chr7-100662353-100663551	0.8032	0.501629
chr7-100727720-100728918	0.405601	0.373368
chr7-100769370-100770568	0.112071	0.218679
chr7-100796678-100797876	0.411989	0.521845
chr7-100808676-100809874	0.033896	0.2309
chr7-100823359-100824557	0.22715	0.564036
chr7-100844104-100845302	0.150201	0.532872
